Crop_ID,Year,Crop_Name,Crop_Category,Area_000ac,Production,Production_Unit
6,2012-13,Oilseeds,Major Crops,1009,804,000Mton
6,2013-14,Oilseeds,Major Crops,1065,844,000Mton
6,2014-15,Oilseeds,Major Crops,1124,934,000Mton
6,2015-16,Oilseeds,Major Crops,1125,934,000Mton
6,2016-17,Oilseeds,Major Crops,1197,975,000Mton
6,2017-18,Oilseeds,Major Crops,1122,1026,000Mton
6,2018-19,Oilseeds,Major Crops,1088,954,000Mton
6,2019-20,Oilseeds,Major Crops,1183,972,000Mton
6,2020-21,Oilseeds,Major Crops,1235,996,000Mton
6,2021-22,Oilseeds,Major Crops,1235,1034,000Mton
6,2022-23,Oilseeds,Major Crops,1283,1143,000Mton
6,2023-24,Oilseeds,Major Crops,1541,1258,000Mton
7,2010-11,Condiments,Major Crops,795,1649,000Mton
7,2011-12,Condiments,Major Crops,1042,1880,000Mton
7,2012-13,Condiments,Major Crops,784,1722,000Mton
7,2013-14,Condiments,Major Crops,855,2043,000Mton
7,2014-15,Condiments,Major Crops,924,2409,000Mton
7,2015-16,Condiments,Major Crops,987,2488,000Mton
7,2016-17,Condiments,Major Crops,1018,2675,000Mton
7,2017-18,Condiments,Major Crops,1007,2596,000Mton
7,2018-19,Condiments,Major Crops,994,2671,000Mton
7,2019-20,Condiments,Major Crops,1046,2997,000Mton
7,2020-21,Condiments,Major Crops,1061,3593,000Mton
7,2021-22,Condiments,Major Crops,1054,4015,000Mton
7,2022-23,Condiments,Major Crops,1076,4117,000Mton
7,2023-24,Condiments,Major Crops,1087,4557,000Mton
8,2010-11,Tobacco,Major Crops,121,79,000Mton
8,2011-12,Tobacco,Major Crops,126,85,000Mton
8,2012-13,Tobacco,Major Crops,124,181,000Mton
8,2013-14,Tobacco,Major Crops,124,85,000Mton
8,2014-15,Tobacco,Major Crops,127,94,000Mton
8,2015-16,Tobacco,Major Crops,115,88,000Mton
8,2016-17,Tobacco,Major Crops,115,88,000Mton
8,2017-18,Tobacco,Major Crops,105,89,000Mton
8,2018-19,Tobacco,Major Crops,94,82,000Mton
8,2019-20,Tobacco,Major Crops,100,86,000Mton
8,2020-21,Tobacco,Major Crops,100,89,000Mton
8,2021-22,Tobacco,Major Crops,100,92,000Mton
8,2022-23,Tobacco,Major Crops,93,87,000Mton
8,2023-24,Tobacco,Major Crops,101,98,000Mton
9,2007-08,Maize,Cereals,553,1346,000Mton
9,2008-09,Maize,Cereals,317,730,000Mton
9,2009-10,Maize,Cereals,376,887,000Mton
9,2010-11,Maize,Cereals,409,1018,000Mton
9,2011-12,Maize,Cereals,487,1298,000Mton
9,2012-13,Maize,Cereals,580,1548,000Mton
9,2013-14,Maize,Cereals,759,2124,000Mton
9,2014-15,Maize,Cereals,804,2272,000Mton
9,2015-16,Maize,Cereals,827,2446,000Mton
9,2016-17,Maize,Cereals,963,3026,000Mton
9,2018-19,Maize,Cereals,1100,3569,000Mton
9,2019-20,Maize,Cereals,1166,4015,000Mton
9,2020-21,Maize,Cereals,1186,4116,000Mton
9,2021-22,Maize,Cereals,1182,4262,000Mton
9,2022-23,Maize,Cereals,1227,4563,000Mton
9,2023-24,Maize,Cereals,1272,4876,000Mton
10,2010-11,Jowar,Cereals,0.49,0.25,000Mton
10,2011-12,Jowar,Cereals,0.42,0.23,000Mton
10,2012-13,Jowar,Cereals,0.33,0.15,000Mton
10,2013-14,Jowar,Cereals,0.275,0.12,000Mton
10,2014-15,Jowar,Cereals,0.235,0.478,000Mton
10,2015-16,Jowar,Cereals,0.23,0.102,000Mton
10,2016-17,Jowar,Cereals,0.207,0.092,000Mton
10,2018-19,Jowar,Cereals,0.196,0.088,000Mton
10,2019-20,Jowar,Cereals,0.164,0.077,000Mton
10,2020-21,Jowar,Cereals,0.134,0.064,000Mton
10,2021-22,Jowar,Cereals,0.1647,0.08,000Mton
10,2022-23,Jowar,Cereals,0.1168,0.06032,000Mton
10,2023-24,Jowar,Cereals,0.118,0.0161,000Mton
11,2010-11,Barley,Cereals,1,0.48,000Mton
11,2011-12,Barley,Cereals,1,0.32,000Mton
11,2012-13,Barley,Cereals,1,0.32,000Mton
11,2013-14,Barley,Cereals,1,0.266,000Mton
11,2014-15,Barley,Cereals,1,0.307,000Mton
11,2015-16,Barley,Cereals,1,0.317,000Mton
11,2016-17,Barley,Cereals,1,0.287,000Mton
11,2018-19,Barley,Cereals,0.471,0.157,000Mton
11,2019-20,Barley,Cereals,0.361,0.124,000Mton
11,2020-21,Barley,Cereals,0.46,0.174,000Mton
11,2021-22,Barley,Cereals,0.453,0.172,000Mton
11,2022-23,Barley,Cereals,0.4184,0.15918,000Mton
11,2023-24,Barley,Cereals,0.395,0.195,000Mton
12,2010-11,Bajra,Cereals,0.164,0.099,000Mton
12,2011-12,Bajra,Cereals,0.149,0.087,000Mton
12,2012-13,Bajra,Cereals,0.146,0.083,000Mton
12,2013-14,Bajra,Cereals,0.101,0.058,000Mton
12,2014-15,Bajra,Cereals,0.094,0.05,000Mton
12,2015-16,Bajra,Cereals,0.089,0.048,000Mton
12,2016-17,Bajra,Cereals,0.076,0.04,000Mton
12,2018-19,Bajra,Cereals,0.071,0.038,000Mton
13,2008-09,Masur,Pulses,175,61,000Mton
13,2009-10,Masur,Pulses,191,72,000Mton
13,2010-11,Masur,Pulses,205,80,000Mton
13,2011-12,Masur,Pulses,213,80,000Mton
13,2012-13,Masur,Pulses,222,93,000Mton
13,2013-14,Masur,Pulses,308,157,000Mton
13,2014-15,Masur,Pulses,359,167,000Mton
13,2015-16,Masur,Pulses,382,158,000Mton
13,2016-17,Masur,Pulses,382,169,000Mton
13,2017-18,Masur,Pulses,385,177,000Mton
13,2018-19,Masur,Pulses,345,161,000Mton
13,2019-20,Masur,Pulses,349,177,000Mton
13,2020-21,Masur,Pulses,186,186,000Mton
13,2021-22,Masur,Pulses,357,191,000Mton
13,2022-23,Masur,Pulses,344,197,000Mton
13,2023-24,Masur,Pulses,309,185,000Mton
14,2008-09,Moong,Pulses,54,18,000Mton
14,2009-10,Moong,Pulses,57,20,000Mton
14,2010-11,Moong,Pulses,68,19,000Mton
14,2011-12,Moong,Pulses,91,26,000Mton
14,2012-13,Moong,Pulses,87,25,000Mton
14,2013-14,Moong,Pulses,97,32,000Mton
14,2014-15,Moong,Pulses,96,33,000Mton
14,2015-16,Moong,Pulses,105,37,000Mton
14,2016-17,Moong,Pulses,102,35,000Mton
14,2017-18,Moong,Pulses,93,34,000Mton
14,2018-19,Moong,Pulses,102,34,000Mton
14,2019-20,Moong,Pulses,109,37,000Mton
14,2020-21,Moong,Pulses,109,41,000Mton
14,2021-22,Moong,Pulses,114,42,000Mton
14,2022-23,Moong,Pulses,113,46,000Mton
14,2023-24,Moong,Pulses,121,45,000Mton
15,2008-09,Gram,Pulses,20,7,000Mton
15,2009-10,Gram,Pulses,21,7,000Mton
15,2010-11,Gram,Pulses,20,7,000Mton
15,2011-12,Gram,Pulses,19,7,000Mton
15,2012-13,Gram,Pulses,18,7,000Mton
15,2013-14,Gram,Pulses,17,6,000Mton
15,2014-15,Gram,Pulses,17,7,000Mton
15,2015-16,Gram,Pulses,15,6,000Mton
15,2016-17,Gram,Pulses,15,6,000Mton
15,2017-18,Gram,Pulses,12,5,000Mton
15,2018-19,Gram,Pulses,12,5,000Mton
15,2019-20,Gram,Pulses,11,5,000Mton
15,2020-21,Gram,Pulses,11,5,000Mton
15,2021-22,Gram,Pulses,11,5,000Mton
15,2022-23,Gram,Pulses,10,5,000Mton
15,2023-24,Gram,Pulses,10,5,000Mton
16,2008-09,Mashkalai,Pulses,61,22,000Mton
16,2009-10,Mashkalai,Pulses,79,28,000Mton
16,2010-11,Mashkalai,Pulses,78,29,000Mton
16,2011-12,Mashkalai,Pulses,77,24,000Mton
16,2012-13,Mashkalai,Pulses,79,26,000Mton
16,2013-14,Mashkalai,Pulses,88,31,000Mton
16,2014-15,Mashkalai,Pulses,96,33,000Mton
16,2015-16,Mashkalai,Pulses,98,35,000Mton
16,2016-17,Mashkalai,Pulses,103,39,000Mton
16,2017-18,Mashkalai,Pulses,109,41,000Mton
16,2018-19,Mashkalai,Pulses,114,42,000Mton
16,2019-20,Mashkalai,Pulses,90,34,000Mton
16,2020-21,Mashkalai,Pulses,100,37,000Mton
16,2021-22,Mashkalai,Pulses,102,39,000Mton
16,2022-23,Mashkalai,Pulses,102,41,000Mton
16,2023-24,Mashkalai,Pulses,98,39,000Mton
17,2008-09,Arhar,Pulses,2,1,000Mton
17,2009-10,Arhar,Pulses,2,1,000Mton
17,2010-11,Arhar,Pulses,2,1,000Mton
17,2011-12,Arhar,Pulses,1,0.44,000Mton
17,2012-13,Arhar,Pulses,1,0.423,000Mton
17,2013-14,Arhar,Pulses,1,1,000Mton
17,2014-15,Arhar,Pulses,1,1,000Mton
17,2015-16,Arhar,Pulses,1,1,000Mton
17,2016-17,Arhar,Pulses,1,1,000Mton
17,2017-18,Arhar,Pulses,1,0.465,000Mton
17,2018-19,Arhar,Pulses,1,0.468,000Mton
17,2019-20,Arhar,Pulses,1,0.458,000Mton
17,2020-21,Arhar,Pulses,1,0.474,000Mton
17,2021-22,Arhar,Pulses,1,0.454,000Mton
17,2022-23,Arhar,Pulses,1,0.4225,000Mton
17,2023-24,Arhar,Pulses,1,0.384,000Mton
18,2009-10,Chilies,Condiments and Spices,215,109,000Mton
18,2010-11,Chilies,Condiments and Spices,259,176,000Mton
18,2011-12,Chilies,Condiments and Spices,240,126,000Mton
18,2012-13,Chilies,Condiments and Spices,231,102,000Mton
18,2013-14,Chilies,Condiments and Spices,222,110,000Mton
18,2014-15,Chilies,Condiments and Spices,228,123,000Mton
18,2015-16,Chilies,Condiments and Spices,252,130,000Mton
18,2016-17,Chilies,Condiments and Spices,255,137,000Mton
18,2017-18,Chilies,Condiments and Spices,255,141,000Mton
18,2018-19,Chilies,Condiments and Spices,239,149,000Mton
18,2019-20,Chilies,Condiments and Spices,239,158,000Mton
18,2020-21,Chilies,Condiments and Spices,247,492,000Mton
18,2021-22,Chilies,Condiments and Spices,243,625,000Mton
18,2022-23,Chilies,Condiments and Spices,240,662,000Mton
18,2023-24,Chilies,Condiments and Spices,245,748,000Mton
19,2009-10,Onion,Condiments and Spices,291,872,000Mton
19,2010-11,Onion,Condiments and Spices,316,1052,000Mton
19,2011-12,Onion,Condiments and Spices,335,1159,000Mton
19,2012-13,Onion,Condiments and Spices,332,1168,000Mton
19,2013-14,Onion,Condiments and Spices,373,1387,000Mton
19,2014-15,Onion,Condiments and Spices,419,1704,000Mton
19,2015-16,Onion,Condiments and Spices,438,1735,000Mton
19,2016-17,Onion,Condiments and Spices,459,1867,000Mton
19,2017-18,Onion,Condiments and Spices,441,1738,000Mton
19,2018-19,Onion,Condiments and Spices,426,1803,000Mton
19,2019-20,Onion,Condiments and Spices,458,1954,000Mton
19,2020-21,Onion,Condiments and Spices,480,2269,000Mton
19,2021-22,Onion,Condiments and Spices,508,2517,000Mton
19,2022-23,Onion,Condiments and Spices,503,2547,000Mton
19,2023-24,Onion,Condiments and Spices,514,2917,000Mton
20,2009-10,Garlic,Condiments and Spices,92,164,000Mton
20,2010-11,Garlic,Condiments and Spices,104,209,000Mton
20,2011-12,Garlic,Condiments and Spices,109,234,000Mton
20,2012-13,Garlic,Condiments and Spices,105,224,000Mton
20,2013-14,Garlic,Condiments and Spices,131,312,000Mton
20,2014-15,Garlic,Condiments and Spices,141,346,000Mton
20,2015-16,Garlic,Condiments and Spices,150,382,000Mton
20,2016-17,Garlic,Condiments and Spices,164,425,000Mton
20,2017-18,Garlic,Condiments and Spices,176,462,000Mton
20,2018-19,Garlic,Condiments and Spices,177,466,000Mton
20,2019-20,Garlic,Condiments and Spices,182,485,000Mton
20,2020-21,Garlic,Condiments and Spices,180,502,000Mton
20,2021-22,Garlic,Condiments and Spices,178,527,000Mton
20,2022-23,Garlic,Condiments and Spices,177,544,000Mton
20,2023-24,Garlic,Condiments and Spices,175,528,000Mton
21,2011-12,Potato,Misc Cash Crops,1063,8205,Tons
21,2012-13,Potato,Misc Cash Crops,1098,8603,Tons
21,2013-14,Potato,Misc Cash Crops,1142,8950,Tons
21,2014-15,Potato,Misc Cash Crops,1164,9254,Tons
21,2015-16,Potato,Misc Cash Crops,1175,9474,Tons
21,2016-17,Potato,Misc Cash Crops,1235,10216,Tons
21,2017-18,Potato,Misc Cash Crops,1176,9725,Tons
21,2018-19,Potato,Misc Cash Crops,1157,9655,Tons
21,2019-20,Potato,Misc Cash Crops,1140,9606,Tons
21,2020-21,Potato,Misc Cash Crops,1158,9887,Tons
21,2021-22,Potato,Misc Cash Crops,1147,10144,Tons
21,2022-23,Potato,Misc Cash Crops,1126,10432,Tons
21,2023-24,Potato,Misc Cash Crops,1133,10601,Tons
22,2011-12,Sweet Potato,Misc Cash Crops,61,253,Tons
22,2012-13,Sweet Potato,Misc Cash Crops,67,263,Tons
22,2013-14,Sweet Potato,Misc Cash Crops,64,260,Tons
22,2014-15,Sweet Potato,Misc Cash Crops,62,255,Tons
22,2015-16,Sweet Potato,Misc Cash Crops,61,259,Tons
22,2016-17,Sweet Potato,Misc Cash Crops,64,263,Tons
22,2017-18,Sweet Potato,Misc Cash Crops,59,247,Tons
22,2018-19,Sweet Potato,Misc Cash Crops,60,236,Tons
22,2019-20,Sweet Potato,Misc Cash Crops,61,246,Tons
22,2020-21,Sweet Potato,Misc Cash Crops,66,280,Tons
22,2021-22,Sweet Potato,Misc Cash Crops,72,304,Tons
22,2022-23,Sweet Potato,Misc Cash Crops,69,298,Tons
22,2023-24,Sweet Potato,Misc Cash Crops,69,302,Tons
23,2011-12,Betelnut,Misc Cash Crops,39,244,Mton
23,2012-13,Betelnut,Misc Cash Crops,37,238,Mton
23,2013-14,Betelnut,Misc Cash Crops,37,214,Mton
23,2014-15,Betelnut,Misc Cash Crops,29,186,Mton
23,2015-16,Betelnut,Misc Cash Crops,30,277,Mton
23,2016-17,Betelnut,Misc Cash Crops,42,247,Mton
23,2018-19,Betelnut,Misc Cash Crops,96,317,Mton
23,2019-20,Betelnut,Misc Cash Crops,97,329,Mton
23,2020-21,Betelnut,Misc Cash Crops,115,346,Mton
23,2021-22,Betelnut,Misc Cash Crops,97,334,Mton
23,2022-23,Betelnut,Misc Cash Crops,97,342,Mton
23,2023-24,Betelnut,Misc Cash Crops,98,356,Mton
24,2011-12,Cotton,Misc Cash Crops,25,27,Bales
24,2012-13,Cotton,Misc Cash Crops,31,20,Bales
24,2013-14,Cotton,Misc Cash Crops,28,97,Bales
24,2014-15,Cotton,Misc Cash Crops,33,41,Bales
24,2015-16,Cotton,Misc Cash Crops,34,45,Bales
24,2016-17,Cotton,Misc Cash Crops,33,43,Bales
24,2017-18,Cotton,Misc Cash Crops,32,48,Bales
24,2018-19,Cotton,Misc Cash Crops,49,148,Bales
24,2019-20,Cotton,Misc Cash Crops,49,147,Bales
24,2020-21,Cotton,Misc Cash Crops,39,102,Bales
24,2021-22,Cotton,Misc Cash Crops,38,103,Bales
24,2022-23,Cotton,Misc Cash Crops,37,97,Bales
24,2023-24,Cotton,Misc Cash Crops,37,98,Bales
25,2011-12,Hemp,Misc Cash Crops,0.1,1,Bales
25,2012-13,Hemp,Misc Cash Crops,0.145,1,Bales
25,2016-17,Hemp,Misc Cash Crops,0.091,23,Bales
25,2017-18,Hemp,Misc Cash Crops,0.083,0.36,Bales
25,2018-19,Hemp,Misc Cash Crops,0.077,0.319,Bales
25,2019-20,Hemp,Misc Cash Crops,0.1,0.079,Bales
25,2020-21,Hemp,Misc Cash Crops,0.058,0.668,Bales
25,2021-22,Hemp,Misc Cash Crops,0.587,0.636,Bales
25,2022-23,Hemp,Misc Cash Crops,0.0562,0.05439,Bales
25,2023-24,Hemp,Misc Cash Crops,0.0555,0.05186,Bales
26,2011-12,Mulberry,Misc Cash Crops,1,28,000ton
26,2012-13,Mulberry,Misc Cash Crops,1,27,000ton
26,2013-14,Mulberry,Misc Cash Crops,1,28,000ton
26,2014-15,Mulberry,Misc Cash Crops,1,29,000ton
26,2015-16,Mulberry,Misc Cash Crops,0.463,28,000ton
26,2016-17,Mulberry,Misc Cash Crops,0.491,27,000ton
26,2017-18,Mulberry,Misc Cash Crops,0.314,27,000ton
26,2018-19,Mulberry,Misc Cash Crops,0.292,27,000ton
26,2019-20,Mulberry,Misc Cash Crops,1,26,000ton
26,2020-21,Mulberry,Misc Cash Crops,1,31,000ton
26,2021-22,Mulberry,Misc Cash Crops,1,29,000ton
26,2022-23,Mulberry,Misc Cash Crops,1,23,000ton
26,2023-24,Mulberry,Misc Cash Crops,1,20,000ton
